,index,Brand_Name,Product_Name,Types,Price,Size_ml,Rating,Product_ID,Reviews,Prize_size_ratio,Bayesian_Average,Without Parabens,Without Sulfates,Vegan,Clean at Sephora,CrueltyFree,Oil Free,Fragrance Free,Alcohol Free,Gluten Free,Normal,Dry,Oily,Combination,Sensitive,Dryness,Uneven Texture,Wrinkles,Pores,Oiliness,Acne,Blemishes,Link
82,39,Tata Harper,Boosted Contouring Serum,Moisturizers,443.0,30.0,3.3333,P449409,3.0,14.766666666666667,4.144706178038374,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,https://www.sephora.com/ca/en/product/boosted-contouring-serum-P449409?skuId=2284933&icid2=products grid:p449409:product
83,78,Lise Watier,Age Control Supreme L'Expérience Rose Glow Vitality Cream,Moisturizers,126.0,51.0,2.6667,P446030,3.0,2.4705882352941178,4.078046178038374,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,https://www.sephora.com/ca/en/product/age-control-supreme-l-experience-rose-glow-vitality-cream-P446030?skuId=2233146&icid2=products grid:p446030:product
84,67,Hourglass,Equilibrium™ Restorative Hydrating Cream,Moisturizers,173.0,57.0,5.0,P476686,3.0,3.0350877192982457,4.3113761780383735,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,https://www.sephora.com/ca/en/product/hourglass-equilibrium-trade-restorative-hydrating-cream-P476686?skuId=2470128&icid2=products grid:p476686:product
85,169,Consonant,HydrExtreme Charcoal Sheet Mask,Masks,12.0,20.1,4.0,P448800,3.0,0.5970149253731343,4.211376178038374,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/hydrextreme-charcoal-sheet-mask-P448800?skuId=2294916&icid2=products grid:p448800:product
86,60,Biotherm,AquaPower OligoThermal Care Dynamic Hydration,Moisturizers,43.0,75.89999999999999,2.6667,P444215,3.0,0.5665349143610013,4.078046178038374,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,
87,52,Dr. Barbara Sturm,Darker Skin Tones Face Cream Rich,Moisturizers,310.0,50.699999999999996,4.6667,P448547,3.0,6.11439842209073,4.278046178038374,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,https://www.sephora.com/ca/en/product/dr-barbara-sturm-darker-skin-tones-face-cream-rich-P448547?skuId=2270155&icid2=products grid:p448547:product
88,67,Clarins,Super Restorative AntiAging Day Moisturizer,Moisturizers,134.0,51.0,4.6667,P501566,3.0,2.627450980392157,4.278046178038374,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,
89,173,Peter Thomas Roth,AntiAging Cleansing Oil Makeup Remover,Cleaners,42.0,150.0,2.3333,P472823,3.0,0.28,4.044706178038374,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,
90,23,Estée Lauder,Radiance Recharge Repair Serum + Moisturizer,Moisturizers,25.0,30.0,4.6667,P504175,3.0,0.8333333333333334,4.278046178038374,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,https://www.sephora.com/ca/en/product/estee-lauder-radiance-recharge-repair-serum-moisturizer-P504175?skuId=2628840&icid2=products grid:p504175:product
91,14,Yves Saint Laurent,Pure Shots Perfect Plumper Face Cream Refill,Moisturizers,108.0,48.0,5.0,P454080,3.0,2.25,4.3113761780383735,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,https://www.sephora.com/ca/en/product/yves-saint-laurent-pure-shots-perfect-plumper-face-cream-refill-P454080?skuId=2320653&icid2=products grid:p454080:product
92,173,Juice Beauty,Signal Peptides Firming Face Balm & Mask,Masks,130.0,45.0,5.0,P457265,3.0,2.888888888888889,4.3113761780383735,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/juice-beauty-signal-peptides-firming-face-balm-mask-P457265?skuId=2202737&icid2=products grid:p457265:product
93,1,Jouer Cosmetics,Mini Hydrate + Repair Moisture Face Mist with Blue Light Protection,Moisturizers,26.0,30.0,2.6667,P480311,3.0,0.8666666666666667,4.078046178038374,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/jouer-cosmetics-mini-hydrate-repair-moisture-face-mist-with-blue-light-protetion-P480311?skuId=2552297&icid2=products grid:p480311:product
94,41,GUERLAIN,Abeille Royale Night Cream,Moisturizers,215.0,48.0,3.6667,P450935,3.0,4.479166666666667,4.178046178038374,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,https://www.sephora.com/ca/en/product/abeille-royale-night-cream-P450935?skuId=2297265&icid2=products grid:p450935:product
95,16,Sulwhasoo,Essential Comfort Moisture Cream,Moisturizers,105.0,51.0,5.0,P483693,3.0,2.0588235294117645,4.3113761780383735,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,https://www.sephora.com/ca/en/product/sulwhasoo-essential-comfort-moisture-cream-P483693?skuId=2535532&icid2=products grid:p483693:product
96,215,Clarins,My Clarins REMOVE Micellar Cleansing Water,Cleaners,26.0,201.0,4.6667,P465748,3.0,0.12935323383084577,4.278046178038374,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,
97,122,MAC Cosmetics,Hyper Real Mini Serumizer,FaceSerum,40.0,15.0,4.6667,P504226,3.0,2.6666666666666665,4.278046178038374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/mac-cosmetics-hyper-real-mini-serumizer-P504226?skuId=2654408&icid2=products grid:p504226:product
98,122,MAC Cosmetics,Hyper Real Mini Serumizer,FaceSerum,40.0,15.0,4.6667,P504226,3.0,2.6666666666666665,4.278046178038374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/mac-cosmetics-hyper-real-mini-serumizer-P504226?skuId=2654408&icid2=products grid:p504226:product
99,380,Darphin,Smoothing Perfecting Serum,FaceSerum,158.0,30.0,4.6667,P407440,3.0,5.266666666666667,4.278046178038374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/smoothing-perfecting-serum-P407440?skuId=1818939&icid2=products grid:p407440:product
100,17,Charlotte Tilbury,"Mini Take It All Off BiPhase Longwear Makeup Remover For Eyes, Lashes & Lips",Makeupremovers,20.0,30.0,2.6667,P502261,3.0,0.6666666666666666,4.078046178038374,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
101,200,Lise Watier,Sublimessence High Brightening Vitamin C Serum,FaceSerum,88.0,27.0,3.0,P502207,3.0,3.259259259259259,4.111376178038374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/sublimessence-high-brightening-vitamin-c-serum-P502207?skuId=2629640&icid2=products grid:p502207:product
102,375,Darphin,STIMULSKIN PLUS Divine MultiCorrective Cream,FaceSerum,380.0,51.0,5.0,P419825,3.0,7.450980392156863,4.3113761780383735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
103,19,Lancôme,Hydra Zen  Neurocalm Soothing AntiStress Moisturising Cream All Skin Types,Moisturizers,90.0,51.0,4.0,P382057,3.0,1.7647058823529411,4.211376178038374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
104,362,Lise Watier,Flash Radiance Vials,FaceSerum,35.0,0.8999999999999999,3.6667,P435782,3.0,38.88888888888889,4.178046178038374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/lift-firm-3d-flash-lift-radiance-vials-P435782?skuId=2135341&icid2=products grid:p435782:product
105,273,Tata Harper,Boosted Contouring Serum,FaceSerum,443.0,30.0,3.3333,P449409,3.0,14.766666666666667,4.144706178038374,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,https://www.sephora.com/ca/en/product/boosted-contouring-serum-P449409?skuId=2284933&icid2=products grid:p449409:product
106,273,Tata Harper,Boosted Contouring Serum,FaceSerum,443.0,30.0,3.3333,P449409,3.0,14.766666666666667,4.144706178038374,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,https://www.sephora.com/ca/en/product/boosted-contouring-serum-P449409?skuId=2284933&icid2=products grid:p449409:product
107,282,Lise Watier,Sublimessence High Firming Lifting Serum,FaceSerum,79.0,28.2,2.6667,P472475,3.0,2.801418439716312,4.078046178038374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/lise-watier-sublimessence-high-firming-lifting-serum-P472475?skuId=2447456&icid2=products grid:p472475:product
108,36,Dior,Hydra Life Intense Sorbet Crème Moisturizer,Moisturizers,105.0,51.0,5.0,P481971,3.0,2.0588235294117645,4.3113761780383735,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,https://www.sephora.com/ca/en/product/dior-hydra-life-intense-sorbet-creme-moisturizer-P481971?skuId=2533586&icid2=products grid:p481971:product
109,80,Clarins,Purifying Toning Lotion with Meadowsweet & Saffron Flower Extracts,Toners,41.0,180.0,2.6667,P468348,3.0,0.22777777777777777,4.078046178038374,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,https://www.sephora.com/ca/en/product/clarins-purifying-toning-lotion-with-meadowsweet-saffron-flower-extracts-P468348?skuId=2431435&icid2=products grid:p468348:product
110,55,Dior,Capture Totale Intensive Essence Lotion,Moisturizers,100.0,150.0,4.0,P481077,3.0,0.6666666666666666,4.211376178038374,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,https://www.sephora.com/ca/en/product/dior-capture-totale-intensive-essence-lotion-P481077?skuId=2533545&icid2=products grid:p481077:product
111,309,philosophy,Clear Days Ahead Dark Spot Correcting Serum,FaceSerum,40.0,30.0,2.5,P449594,4.0,1.3333333333333333,4.0110092045532655,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/clear-days-ahead-dark-spot-correcting-serum-P449594?skuId=2269728&icid2=products grid:p449594:product
112,53,Lise Watier,Cooling Hydrating Jelly,Moisturizers,50.0,51.0,4.75,P460774,4.0,0.9803921568627451,4.301331785198426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/lise-watier-cooling-hydrating-jelly-P460774?skuId=2374973&icid2=products grid:p460774:product
113,46,Clarins,Plant Gold,Moisturizers,70.0,33.0,4.25,P454930,4.0,2.121212121212121,4.236815656166168,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/clarins-plant-gold-P454930?skuId=2298115&icid2=products grid:p454930:product
114,209,Augustinus Bader,The Essence,FaceSerum,120.0,111.0,4.5,P482661,4.0,1.0810810810810811,4.269073720682297,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,https://www.sephora.com/ca/en/product/augustinus-bader-the-essence-P482661?skuId=2533685&icid2=products grid:p482661:product
115,209,Augustinus Bader,The Essence,FaceSerum,120.0,111.0,4.5,P482661,4.0,1.0810810810810811,4.269073720682297,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,https://www.sephora.com/ca/en/product/augustinus-bader-the-essence-P482661?skuId=2533685&icid2=products grid:p482661:product
116,171,Lise Watier,Hydrating Mask,Masks,38.0,51.0,4.25,P460775,4.0,0.7450980392156863,4.236815656166168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/lise-watier-hydrating-mask-P460775?skuId=2374981&icid2=products grid:p460775:product
117,84,Charlotte Tilbury,Refillable Jumbo Magic Cream Moisturizer with Hyaluronic Acid,Moisturizers,325.0,150.0,3.75,P477812,4.0,2.1666666666666665,4.17229952713391,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/charlotte-tilbury-refillable-jumbo-magic-cream-moisturizer-with-hyaluronic-acid-P477812?skuId=2486298&icid2=products grid:p477812:product
118,26,Moon Juice,Mini Acid Potion AHA + BHA Resurfacing Exfoliator,Toners,20.0,30.0,3.5,P503944,4.0,0.6666666666666666,4.140041462617781,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/moon-juice-mini-acid-potion-aha-bha-resurfacing-exfoliator-P503944?skuId=2600765&icid2=products grid:p503944:product
119,26,Moon Juice,Mini Acid Potion AHA + BHA Resurfacing Exfoliator,Toners,20.0,30.0,3.5,P503944,4.0,0.6666666666666666,4.140041462617781,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/moon-juice-mini-acid-potion-aha-bha-resurfacing-exfoliator-P503944?skuId=2600765&icid2=products grid:p503944:product
120,26,Moon Juice,Mini Acid Potion AHA + BHA Resurfacing Exfoliator,Toners,20.0,30.0,3.5,P503944,4.0,0.6666666666666666,4.140041462617781,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/moon-juice-mini-acid-potion-aha-bha-resurfacing-exfoliator-P503944?skuId=2600765&icid2=products grid:p503944:product
121,174,Consonant,HydrExtreme Charcoal Sheet Mask Pack,Masks,27.0,20.1,4.0,P448801,4.0,1.3432835820895521,4.204557591650039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/hydrextreme-charcoal-sheet-mask-pack-P448801?skuId=2281327&icid2=products grid:p448801:product
122,46,GUERLAIN,Orchidée Impériale The EssenceinLotion,Moisturizers,170.0,126.0,4.75,P432041,4.0,1.3492063492063493,4.301331785198426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
123,12,Moon Juice,Mini Acid Potion AHA + BHA Resurfacing Exfoliator,FacialPeels,20.0,30.0,3.5,P503944,4.0,0.6666666666666666,4.140041462617781,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/moon-juice-mini-acid-potion-aha-bha-resurfacing-exfoliator-P503944?skuId=2600765&icid2=products grid:p503944:product
124,12,Moon Juice,Mini Acid Potion AHA + BHA Resurfacing Exfoliator,FacialPeels,20.0,30.0,3.5,P503944,4.0,0.6666666666666666,4.140041462617781,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/moon-juice-mini-acid-potion-aha-bha-resurfacing-exfoliator-P503944?skuId=2600765&icid2=products grid:p503944:product
125,12,Moon Juice,Mini Acid Potion AHA + BHA Resurfacing Exfoliator,FacialPeels,20.0,30.0,3.5,P503944,4.0,0.6666666666666666,4.140041462617781,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/moon-juice-mini-acid-potion-aha-bha-resurfacing-exfoliator-P503944?skuId=2600765&icid2=products grid:p503944:product
126,148,Juice Beauty,PREBIOTIX™ Cleansing Cream,Cleaners,38.0,135.0,4.75,P475566,4.0,0.2814814814814815,4.301331785198426,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/juice-beauty-prebiotix-trade-cleansing-cream-P475566?skuId=2497949&icid2=products grid:p475566:product
127,46,Clé de Peau Beauté,UV Protective Cream SPF50,Sunscreen,168.0,51.0,3.5,P481676,4.0,3.2941176470588234,4.140041462617781,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,https://www.sephora.com/ca/en/product/cle-de-peau-beaute-uv-protective-cream-spf50-P481676?skuId=2565711&icid2=products grid:p481676:product
128,151,Keys Soulcare,Promise Serum with Niacinamide,FaceSerum,45.0,30.3,4.75,P482276,4.0,1.4851485148514851,4.301331785198426,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,https://www.sephora.com/ca/en/product/keys-soulcare-promise-serum-with-niacinamide-P482276?skuId=2576916&icid2=products grid:p482276:product
129,14,La Mer,The Moisturizing Soft Cream Moisturizer,Moisturizers,495.0,60.0,5.0,P505160,4.0,8.25,4.333589849714555,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,https://www.sephora.com/ca/en/product/la-mer-the-moisturizing-soft-cream-moisturizer-P505160?skuId=2655702&icid2=products grid:p505160:product
130,45,Biotherm,Skin Oxygen Cooling Gel,Moisturizers,64.0,50.699999999999996,4.0,P430316,4.0,1.26232741617357,4.204557591650039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/skin-oxygen-cooling-gel-P430316?skuId=2067023&icid2=products grid:p430316:product
131,82,Keys Soulcare,Mini Golden Cleanser Gentle Face Wash with Manuka Honey,Cleaners,16.0,30.3,3.75,P482537,4.0,0.528052805280528,4.17229952713391,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,https://www.sephora.com/ca/en/product/keys-soulcare-travel-size-golden-cleanser-gentle-face-wash-with-manuka-honey-P482537?skuId=2576981&icid2=products grid:p482537:product
132,38,GUERLAIN,Abeille Royale Cleansing Oil AntiPollution,Moisturizers,79.0,150.0,4.5,P462634,4.0,0.5266666666666666,4.269073720682297,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,
133,19,Moon Juice,Mini Acid Potion AHA + BHA Resurfacing Exfoliator,Exfoliators,20.0,30.0,3.5,P503944,4.0,0.6666666666666666,4.140041462617781,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/moon-juice-mini-acid-potion-aha-bha-resurfacing-exfoliator-P503944?skuId=2600765&icid2=products grid:p503944:product
134,19,Moon Juice,Mini Acid Potion AHA + BHA Resurfacing Exfoliator,Exfoliators,20.0,30.0,3.5,P503944,4.0,0.6666666666666666,4.140041462617781,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/moon-juice-mini-acid-potion-aha-bha-resurfacing-exfoliator-P503944?skuId=2600765&icid2=products grid:p503944:product
135,19,Moon Juice,Mini Acid Potion AHA + BHA Resurfacing Exfoliator,Exfoliators,20.0,30.0,3.5,P503944,4.0,0.6666666666666666,4.140041462617781,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/moon-juice-mini-acid-potion-aha-bha-resurfacing-exfoliator-P503944?skuId=2600765&icid2=products grid:p503944:product
136,39,Estée Lauder,Revitalizing Supreme+ Night Intensive Restorative Crème,Moisturizers,136.0,50.699999999999996,3.75,P481081,4.0,2.6824457593688367,4.17229952713391,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,https://www.sephora.com/ca/en/product/estee-lauder-revitalizing-supreme-night-intensive-restorative-creme-P481081?skuId=2532257&icid2=products grid:p481081:product
137,64,Lise Watier,Soothing Rose Petal Gel Toner,Toners,31.0,201.0,4.25,P472984,4.0,0.15422885572139303,4.236815656166168,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/lise-watier-soothing-rose-petal-gel-toner-P472984?skuId=2463883&icid2=products grid:p472984:product
138,32,Clarins,Tonic Sugar Polisher,Exfoliators,53.0,264.0,5.0,P475521,4.0,0.20075757575757575,4.333589849714555,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,https://www.sephora.com/ca/en/product/clarins-tonic-sugar-polisher-P475521?skuId=2505741&icid2=products grid:p475521:product
139,23,Augustinus Bader,The Essence,Moisturizers,120.0,111.0,4.5,P482661,4.0,1.0810810810810811,4.269073720682297,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,https://www.sephora.com/ca/en/product/augustinus-bader-the-essence-P482661?skuId=2533685&icid2=products grid:p482661:product
140,23,Augustinus Bader,The Essence,Moisturizers,120.0,111.0,4.5,P482661,4.0,1.0810810810810811,4.269073720682297,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,https://www.sephora.com/ca/en/product/augustinus-bader-the-essence-P482661?skuId=2533685&icid2=products grid:p482661:product
141,241,GUERLAIN,Abeille Royale Cleansing Oil AntiPollution,Cleaners,79.0,150.0,4.5,P462634,4.0,0.5266666666666666,4.269073720682297,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,
142,115,Tata Harper,Superkind FragranceFree Radiance Mask,Masks,86.0,30.0,4.75,P472342,4.0,2.8666666666666667,4.301331785198426,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,
143,36,CLINIQUE,Smart Broad Spectrum SPF 15 CustomRepair Moisturizer for Combination Oily Skin,Moisturizers,86.0,51.0,3.5,P405287,4.0,1.6862745098039216,4.140041462617781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
144,8,Sunday Riley,Mini ICE Ceramide Moisturizing Cream,Moisturizers,29.0,15.0,3.25,P479991,4.0,1.9333333333333333,4.1077833981016525,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,https://www.sephora.com/ca/en/product/sunday-riley-mini-ice-ceramide-moisturizing-cream-P479991?skuId=2550101&icid2=products grid:p479991:product
145,292,Kate Somerville,KateCeuticals® Firming Serum with Hyaluronic Acid,FaceSerum,143.0,30.0,5.0,P470039,4.0,4.766666666666667,4.333589849714555,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/kate-somerville-kateceuticals-reg-firming-serum-with-hyaluronic-acid-P470039?skuId=2448322&icid2=products grid:p470039:product
146,64,fresh,Umbrian Clay Pore Purifying Face Mask,Masks,80.0,99.0,4.5,P481704,4.0,0.8080808080808081,4.269073720682297,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,https://www.sephora.com/ca/en/product/fresh-umbrian-clay-pore-purifying-face-mask-P481704?skuId=2551190&icid2=products grid:p481704:product
147,78,Keys Soulcare,Harmony Mask with Manuka Honey,Masks,48.0,52.8,4.5,P482281,4.0,0.9090909090909092,4.269073720682297,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,https://www.sephora.com/ca/en/product/keys-soulcare-harmony-mask-with-manuka-honey-P482281?skuId=2576882&icid2=products grid:p482281:product
148,86,GUERLAIN,Super AquaLotion,Toners,76.0,150.0,4.6,P443534,5.0,0.5066666666666667,4.291915166910975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
149,1,GUERLAIN,Orchidee Imperiale Oil,Moisturizers,420.0,30.0,4.6,P438554,5.0,14.0,4.291915166910975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,https://www.sephora.com/ca/en/product/orchidee-imperiale-oil-P438554?skuId=2142412&icid2=products grid:p438554:product
150,367,Shiseido,Future Solution LX Intensive Firming Contour Serum,FaceSerum,385.0,48.0,4.4,P423166,5.0,8.020833333333334,4.260665166910975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/future-solution-lx-intensive-firming-contour-serum-P423166?skuId=2009223&icid2=products grid:p423166:product
151,70,Keys Soulcare,Radiant Eye Cream with Peptides,Eyecare,48.0,15.9,4.6,P482284,5.0,3.0188679245283017,4.291915166910975,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,https://www.sephora.com/ca/en/product/keys-soulcare-radiant-eye-cream-with-peptides-P482284?skuId=2576890&icid2=products grid:p482284:product
152,71,Laura Mercier,The Perfect Cream MultiTasking Moisturizer,Moisturizers,89.0,51.0,4.6,P458198,5.0,1.7450980392156863,4.291915166910975,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,
153,42,First Aid Beauty,OilMinimizing Toner with Salicylic Acid,Toners,32.0,150.0,3.6,P481087,5.0,0.21333333333333335,4.135665166910975,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,
154,35,Dr. Barbara Sturm,Brightening Face Cream,Moisturizers,310.0,50.699999999999996,5.0,P448550,5.0,6.11439842209073,4.354415166910975,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,https://www.sephora.com/ca/en/product/dr-barbara-sturm-brightening-face-cream-P448550?skuId=2270270&icid2=products grid:p448550:product
155,48,Darphin,HYDRASKIN RICH AllDay SkinHydrating Cream,Moisturizers,86.0,51.0,4.4,P406977,5.0,1.6862745098039216,4.260665166910975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
156,45,Clarins,MultiActive Night for Normal to Dry Skin,Moisturizers,64.0,51.0,4.4,P409228,5.0,1.2549019607843137,4.260665166910975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
157,25,MAC Cosmetics,Mineralize Timecheck Lotion,Moisturizers,55.0,30.0,4.4,P04546778,5.0,1.8333333333333333,4.260665166910975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/mineralize-timecheck-lotion-P04546778?skuId=2099588&icid2=products grid:p04546778:product
158,366,Estée Lauder,Perfectionist Pro Rapid Firm + Lift Treatment,FaceSerum,158.0,51.0,4.2,P430132,5.0,3.0980392156862746,4.229415166910975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/perfectionist-pro-rapid-firm-lift-treatment-P430132?skuId=2049583&icid2=products grid:p430132:product
